HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
70170,,C,01112,05,326.13,326.13
70170,,C,01112,06,326.13,326.13
70170,,C,01112,07,326.13,326.13
70170,,C,01112,09,336.19,336.19
70170,,C,01112,17,290.50,290.50
70170,,C,01112,18,290.27,290.27
70170,,C,01112,26,290.27,290.27
70170,,C,01112,51,304.81,304.81
70170,,C,01112,52,319.45,319.45
70170,,C,01112,53,304.81,304.81
70170,,C,01112,54,264.98,264.98
70170,,C,01112,55,264.83,264.83
70170,,C,01112,56,264.83,264.83
70170,,C,01112,57,264.83,264.83
70170,,C,01112,58,264.83,264.83
70170,,C,01112,59,264.83,264.83
70170,,C,01112,60,264.83,264.83
70170,,C,01112,61,264.83,264.83
70170,,C,01112,62,265.01,265.01
70170,,C,01112,63,266.82,266.82
70170,,C,01112,64,275.06,275.06
70170,,C,01112,65,314.83,314.83
70170,,C,01112,66,286.28,286.28
70170,,C,01112,67,282.02,282.02
70170,,C,01112,68,264.83,264.83
70170,,C,01112,69,264.83,264.83
70170,,C,01112,70,264.83,264.83
70170,,C,01112,71,264.84,264.84
70170,,C,01112,72,279.14,279.14
70170,,C,01112,73,267.90,267.90
70170,,C,01112,74,281.52,281.52
70170,,C,01112,75,264.83,264.83
70170,,C,01182,17,290.50,290.50
70170,,C,01182,18,290.27,290.27
70170,,C,01182,26,290.27,290.27
70170,,C,01182,71,264.84,264.84
70170,,C,01182,72,279.14,279.14
70170,,C,01182,73,267.90,267.90
70170,,C,01182,74,281.52,281.52
70170,,C,01212,01,282.20,282.20
70170,,C,01312,00,248.43,248.43
70170,,C,02102,01,281.40,281.40
70170,,C,02202,00,221.87,221.87
70170,,C,02302,01,262.19,262.19
70170,,C,02302,99,237.87,237.87
70170,,C,02402,02,288.77,288.77
70170,,C,02402,99,251.01,251.01
70170,,C,03102,00,238.95,238.95
70170,,C,03202,01,248.52,248.52
70170,,C,03302,01,247.92,247.92
70170,,C,03402,02,247.84,247.84
70170,,C,03502,09,230.05,230.05
70170,,C,03602,21,248.20,248.20
70170,,C,04112,01,256.04,256.04
70170,,C,04212,05,226.67,226.67
70170,,C,04312,00,221.21,221.21
70170,,C,04412,09,250.73,250.73
70170,,C,04412,11,252.98,252.98
70170,,C,04412,15,252.86,252.86
70170,,C,04412,18,253.25,253.25
70170,,C,04412,20,232.45,232.45
70170,,C,04412,28,246.03,246.03
70170,,C,04412,31,257.51,257.51
70170,,C,04412,99,235.53,235.53
70170,,C,05102,00,225.86,225.86
70170,,C,05202,00,226.65,226.65
70170,,C,05302,01,240.70,240.70
70170,,C,05302,02,238.58,238.58
70170,,C,05302,99,214.38,214.38
70170,,C,05402,00,226.23,226.23
70170,,C,06102,12,234.38,234.38
70170,,C,06102,15,262.26,262.26
70170,,C,06102,16,258.28,258.28
70170,,C,06102,99,228.55,228.55
70170,,C,06202,00,250.67,250.67
70170,,C,06302,00,235.73,235.73
70170,,C,07102,13,214.57,214.57
70170,,C,07202,01,236.04,236.04
70170,,C,07202,99,219.83,219.83
70170,,C,07302,00,213.86,213.86
70170,,C,08102,00,226.57,226.57
70170,,C,08202,01,247.11,247.11
70170,,C,08202,99,228.17,228.17
70170,,C,09102,03,250.31,250.31
70170,,C,09102,04,255.61,255.61
70170,,C,09102,99,235.80,235.80
70170,,C,09202,20,250.18,250.18
70170,,C,09202,50,250.18,250.18
70170,,C,10112,00,221.81,221.81
70170,,C,10212,01,247.82,247.82
70170,,C,10212,99,222.01,222.01
70170,,C,10312,35,223.56,223.56
70170,,C,11202,01,226.01,226.01
70170,,C,11302,00,246.10,246.10
70170,,C,11402,16,214.62,214.62
70170,,C,11502,00,231.55,231.55
70170,,C,12102,01,253.35,253.35
70170,,C,12202,01,301.35,301.35
70170,,C,12302,01,271.29,271.29
70170,,C,12302,99,256.75,256.75
70170,,C,12402,01,293.73,293.73
70170,,C,12402,99,279.84,279.84
70170,,C,12502,01,267.45,267.45
70170,,C,12502,99,233.35,233.35
70170,,C,13102,00,275.43,275.43
70170,,C,13202,01,294.93,294.93
70170,,C,13202,02,300.47,300.47
70170,,C,13202,03,269.48,269.48
70170,,C,13282,99,236.70,236.70
70170,,C,13292,04,300.55,300.55
70170,,C,14112,03,248.53,248.53
70170,,C,14112,99,226.74,226.74
70170,,C,14212,01,293.92,293.92
70170,,C,14212,99,263.66,263.66
70170,,C,14312,40,258.23,258.23
70170,,C,14412,01,260.15,260.15
70170,,C,14512,50,249.89,249.89
70170,,C,15102,00,218.34,218.34
70170,,C,15202,00,228.21,228.21
70170,TC,C,01112,05,309.06,309.06
70170,TC,C,01112,06,309.06,309.06
70170,TC,C,01112,07,309.06,309.06
70170,TC,C,01112,09,318.82,318.82
70170,TC,C,01112,17,274.47,274.47
70170,TC,C,01112,18,274.01,274.01
70170,TC,C,01112,26,274.01,274.01
70170,TC,C,01112,51,288.36,288.36
70170,TC,C,01112,52,302.55,302.55
70170,TC,C,01112,53,288.36,288.36
70170,TC,C,01112,54,249.32,249.32
70170,TC,C,01112,55,249.28,249.28
70170,TC,C,01112,56,249.28,249.28
70170,TC,C,01112,57,249.28,249.28
70170,TC,C,01112,58,249.28,249.28
70170,TC,C,01112,59,249.28,249.28
70170,TC,C,01112,60,249.28,249.28
70170,TC,C,01112,61,249.28,249.28
70170,TC,C,01112,62,249.37,249.37
70170,TC,C,01112,63,251.14,251.14
70170,TC,C,01112,64,259.06,259.06
70170,TC,C,01112,65,297.93,297.93
70170,TC,C,01112,66,270.23,270.23
70170,TC,C,01112,67,266.04,266.04
70170,TC,C,01112,68,249.28,249.28
70170,TC,C,01112,69,249.28,249.28
70170,TC,C,01112,70,249.28,249.28
70170,TC,C,01112,71,249.29,249.29
70170,TC,C,01112,72,263.26,263.26
70170,TC,C,01112,73,252.31,252.31
70170,TC,C,01112,74,265.58,265.58
70170,TC,C,01112,75,249.28,249.28
70170,TC,C,01182,17,274.47,274.47
70170,TC,C,01182,18,274.01,274.01
70170,TC,C,01182,26,274.01,274.01
70170,TC,C,01182,71,249.29,249.29
70170,TC,C,01182,72,263.26,263.26
70170,TC,C,01182,73,252.31,252.31
70170,TC,C,01182,74,265.58,265.58
70170,TC,C,01212,01,266.53,266.53
70170,TC,C,01312,00,233.19,233.19
70170,TC,C,02102,01,260.48,260.48
70170,TC,C,02202,00,207.34,207.34
70170,TC,C,02302,01,246.75,246.75
70170,TC,C,02302,99,223.01,223.01
70170,TC,C,02402,02,272.66,272.66
70170,TC,C,02402,99,235.87,235.87
70170,TC,C,03102,00,224.00,224.00
70170,TC,C,03202,01,233.25,233.25
70170,TC,C,03302,01,232.95,232.95
70170,TC,C,03402,02,232.91,232.91
70170,TC,C,03502,09,215.21,215.21
70170,TC,C,03602,21,233.09,233.09
70170,TC,C,04112,01,240.79,240.79
70170,TC,C,04212,05,211.80,211.80
70170,TC,C,04312,00,206.55,206.55
70170,TC,C,04412,09,235.36,235.36
70170,TC,C,04412,11,237.67,237.67
70170,TC,C,04412,15,237.45,237.45
70170,TC,C,04412,18,237.76,237.76
70170,TC,C,04412,20,217.67,217.67
70170,TC,C,04412,28,230.91,230.91
70170,TC,C,04412,31,242.32,242.32
70170,TC,C,04412,99,220.69,220.69
70170,TC,C,05102,00,211.28,211.28
70170,TC,C,05202,00,212.02,212.02
70170,TC,C,05302,01,225.68,225.68
70170,TC,C,05302,02,223.59,223.59
70170,TC,C,05302,99,199.82,199.82
70170,TC,C,05402,00,211.70,211.70
70170,TC,C,06102,12,219.20,219.20
70170,TC,C,06102,15,246.60,246.60
70170,TC,C,06102,16,242.54,242.54
70170,TC,C,06102,99,213.66,213.66
70170,TC,C,06202,00,235.70,235.70
70170,TC,C,06302,00,221.02,221.02
70170,TC,C,07102,13,200.14,200.14
70170,TC,C,07202,01,220.95,220.95
70170,TC,C,07202,99,205.06,205.06
70170,TC,C,07302,00,199.45,199.45
70170,TC,C,08102,00,211.98,211.98
70170,TC,C,08202,01,231.75,231.75
70170,TC,C,08202,99,213.35,213.35
70170,TC,C,09102,03,234.83,234.83
70170,TC,C,09102,04,239.77,239.77
70170,TC,C,09102,99,220.71,220.71
70170,TC,C,09202,20,235.00,235.00
70170,TC,C,09202,50,235.00,235.00
70170,TC,C,10112,00,207.19,207.19
70170,TC,C,10212,01,232.67,232.67
70170,TC,C,10212,99,207.30,207.30
70170,TC,C,10312,35,208.99,208.99
70170,TC,C,11202,01,211.35,211.35
70170,TC,C,11302,00,231.01,231.01
70170,TC,C,11402,16,199.94,199.94
70170,TC,C,11502,00,216.76,216.76
70170,TC,C,12102,01,238.04,238.04
70170,TC,C,12202,01,284.68,284.68
70170,TC,C,12302,01,255.36,255.36
70170,TC,C,12302,99,241.31,241.31
70170,TC,C,12402,01,277.35,277.35
70170,TC,C,12402,99,263.85,263.85
70170,TC,C,12502,01,251.63,251.63
70170,TC,C,12502,99,218.46,218.46
70170,TC,C,13102,00,259.48,259.48
70170,TC,C,13202,01,278.13,278.13
70170,TC,C,13202,02,283.47,283.47
70170,TC,C,13202,03,253.56,253.56
70170,TC,C,13282,99,221.85,221.85
70170,TC,C,13292,04,283.46,283.46
70170,TC,C,14112,03,233.48,233.48
70170,TC,C,14112,99,212.07,212.07
70170,TC,C,14212,01,277.58,277.58
70170,TC,C,14212,99,248.02,248.02
70170,TC,C,14312,40,242.91,242.91
70170,TC,C,14412,01,244.54,244.54
70170,TC,C,14512,50,234.85,234.85
70170,TC,C,15102,00,203.74,203.74
70170,TC,C,15202,00,213.37,213.37
70336,,A,01112,05,393.34,393.34
70336,,A,01112,06,393.34,393.34
70336,,A,01112,07,393.34,393.34
70336,,A,01112,09,404.47,404.47
70336,,A,01112,17,354.07,354.07
70336,,A,01112,18,354.78,354.78
70336,,A,01112,26,354.78,354.78
70336,,A,01112,51,369.68,369.68
70336,,A,01112,52,386.01,386.01
70336,,A,01112,53,369.68,369.68
70336,,A,01112,54,327.10,327.10
70336,,A,01112,55,326.33,326.33
70336,,A,01112,56,326.33,326.33
70336,,A,01112,57,326.33,326.33
70336,,A,01112,58,326.33,326.33
70336,,A,01112,59,326.33,326.33
70336,,A,01112,60,326.33,326.33
70336,,A,01112,61,326.33,326.33
70336,,A,01112,62,327.23,327.23
70336,,A,01112,63,328.82,328.82
70336,,A,01112,64,338.35,338.35
70336,,A,01112,65,381.54,381.54
70336,,A,01112,66,349.75,349.75
70336,,A,01112,67,345.21,345.21
70336,,A,01112,68,326.33,326.33
70336,,A,01112,69,326.33,326.33
70336,,A,01112,70,326.33,326.33
70336,,A,01112,71,326.42,326.42
70336,,A,01112,72,341.97,341.97
70336,,A,01112,73,329.60,329.60
70336,,A,01112,74,344.55,344.55
70336,,A,01112,75,326.33,326.33
70336,,A,01182,17,354.07,354.07
70336,,A,01182,18,354.78,354.78
70336,,A,01182,26,354.78,354.78
70336,,A,01182,71,326.42,326.42
70336,,A,01182,72,341.97,341.97
70336,,A,01182,73,329.60,329.60
70336,,A,01182,74,344.55,344.55
70336,,A,01212,01,344.24,344.24
70336,,A,01312,00,309.61,309.61
70336,,A,02102,01,364.13,364.13
70336,,A,02202,00,279.28,279.28
70336,,A,02302,01,323.41,323.41
70336,,A,02302,99,296.86,296.86
70336,,A,02402,02,352.88,352.88
70336,,A,02402,99,311.31,311.31
70336,,A,03102,00,298.55,298.55
70336,,A,03202,01,310.02,310.02
70336,,A,03302,01,307.07,307.07
70336,,A,03402,02,306.65,306.65
70336,,A,03502,09,289.47,289.47
70336,,A,03602,21,308.42,308.42
70336,,A,04112,01,316.90,316.90
70336,,A,04212,05,286.50,286.50
70336,,A,04312,00,279.73,279.73
70336,,A,04412,09,311.73,311.73
70336,,A,04412,11,313.69,313.69
70336,,A,04412,15,314.00,314.00
70336,,A,04412,18,315.06,315.06
70336,,A,04412,20,291.20,291.20
70336,,A,04412,28,305.96,305.96
70336,,A,04412,31,317.71,317.71
70336,,A,04412,99,294.46,294.46
70336,,A,05102,00,283.42,283.42
70336,,A,05202,00,284.58,284.58
70336,,A,05302,01,300.76,300.76
70336,,A,05302,02,298.53,298.53
70336,,A,05302,99,272.58,272.58
70336,,A,05402,00,283.39,283.39
70336,,A,06102,12,296.17,296.17
70336,,A,06102,15,325.64,325.64
70336,,A,06102,16,322.47,322.47
70336,,A,06102,99,288.47,288.47
70336,,A,06202,00,309.63,309.63
70336,,A,06302,00,293.63,293.63
70336,,A,07102,13,271.68,271.68
70336,,A,07202,01,297.02,297.02
70336,,A,07202,99,279.36,279.36
70336,,A,07302,00,270.92,270.92
70336,,A,08102,00,284.17,284.17
70336,,A,08202,01,309.53,309.53
70336,,A,08202,99,287.51,287.51
70336,,A,09102,03,313.43,313.43
70336,,A,09102,04,321.24,321.24
70336,,A,09102,99,296.75,296.75
70336,,A,09202,20,310.90,310.90
70336,,A,09202,50,310.90,310.90
70336,,A,10112,00,279.91,279.91
70336,,A,10212,01,308.41,308.41
70336,,A,10212,99,280.93,280.93
70336,,A,10312,35,281.21,281.21
70336,,A,11202,01,284.14,284.14
70336,,A,11302,00,306.31,306.31
70336,,A,11402,16,273.80,273.80
70336,,A,11502,00,290.42,290.42
70336,,A,12102,01,314.62,314.62
70336,,A,12202,01,368.21,368.21
70336,,A,12302,01,335.34,335.34
70336,,A,12302,99,318.55,318.55
70336,,A,12402,01,359.01,359.01
70336,,A,12402,99,343.60,343.60
70336,,A,12502,01,331.05,331.05
70336,,A,12502,99,292.91,292.91
70336,,A,13102,00,339.28,339.28
70336,,A,13202,01,363.15,363.15
70336,,A,13202,02,370.33,370.33
70336,,A,13202,03,333.75,333.75
70336,,A,13282,99,295.66,295.66
70336,,A,13292,04,370.74,370.74
70336,,A,14112,03,308.21,308.21
70336,,A,14112,99,285.03,285.03
70336,,A,14212,01,359.06,359.06
70336,,A,14212,99,326.10,326.10
70336,,A,14312,40,319.45,319.45
70336,,A,14412,01,322.52,322.52
70336,,A,14512,50,309.43,309.43
70336,,A,15102,00,276.55,276.55
70336,,A,15202,00,287.69,287.69
70336,TC,A,01112,05,308.73,308.73
70336,TC,A,01112,06,308.73,308.73
70336,TC,A,01112,07,308.73,308.73
70336,TC,A,01112,09,318.47,318.47
70336,TC,A,01112,17,274.29,274.29
70336,TC,A,01112,18,273.85,273.85
70336,TC,A,01112,26,273.85,273.85
70336,TC,A,01112,51,288.09,288.09
70336,TC,A,01112,52,302.26,302.26
70336,TC,A,01112,53,288.09,288.09
70336,TC,A,01112,54,249.17,249.17
70336,TC,A,01112,55,249.10,249.10
70336,TC,A,01112,56,249.10,249.10
70336,TC,A,01112,57,249.10,249.10
70336,TC,A,01112,58,249.10,249.10
70336,TC,A,01112,59,249.10,249.10
70336,TC,A,01112,60,249.10,249.10
70336,TC,A,01112,61,249.10,249.10
70336,TC,A,01112,62,249.29,249.29
70336,TC,A,01112,63,250.96,250.96
70336,TC,A,01112,64,258.87,258.87
70336,TC,A,01112,65,297.68,297.68
70336,TC,A,01112,66,270.02,270.02
70336,TC,A,01112,67,265.84,265.84
70336,TC,A,01112,68,249.10,249.10
70336,TC,A,01112,69,249.10,249.10
70336,TC,A,01112,70,249.10,249.10
70336,TC,A,01112,71,249.12,249.12
70336,TC,A,01112,72,263.07,263.07
70336,TC,A,01112,73,252.13,252.13
70336,TC,A,01112,74,265.37,265.37
70336,TC,A,01112,75,249.10,249.10
70336,TC,A,01182,17,274.29,274.29
70336,TC,A,01182,18,273.85,273.85
70336,TC,A,01182,26,273.85,273.85
70336,TC,A,01182,71,249.12,249.12
70336,TC,A,01182,72,263.07,263.07
70336,TC,A,01182,73,252.13,252.13
70336,TC,A,01182,74,265.37,265.37
70336,TC,A,01212,01,266.35,266.35
70336,TC,A,01312,00,233.23,233.23
70336,TC,A,02102,01,260.32,260.32
70336,TC,A,02202,00,207.19,207.19
70336,TC,A,02302,01,246.61,246.61
70336,TC,A,02302,99,222.90,222.90
70336,TC,A,02402,02,272.54,272.54
70336,TC,A,02402,99,235.80,235.80
70336,TC,A,03102,00,223.96,223.96
70336,TC,A,03202,01,233.36,233.36
70336,TC,A,03302,01,232.77,232.77
70336,TC,A,03402,02,232.68,232.68
70336,TC,A,03502,09,215.23,215.23
70336,TC,A,03602,21,233.04,233.04
70336,TC,A,04112,01,240.74,240.74
70336,TC,A,04212,05,211.91,211.91
70336,TC,A,04312,00,206.55,206.55
70336,TC,A,04412,09,235.24,235.24
70336,TC,A,04412,11,237.54,237.54
70336,TC,A,04412,15,237.33,237.33
70336,TC,A,04412,18,237.73,237.73
70336,TC,A,04412,20,217.58,217.58
70336,TC,A,04412,28,230.79,230.79
70336,TC,A,04412,31,242.18,242.18
70336,TC,A,04412,99,220.60,220.60
70336,TC,A,05102,00,211.11,211.11
70336,TC,A,05202,00,211.89,211.89
70336,TC,A,05302,01,225.68,225.68
70336,TC,A,05302,02,223.60,223.60
70336,TC,A,05302,99,199.84,199.84
70336,TC,A,05402,00,211.47,211.47
70336,TC,A,06102,12,219.48,219.48
70336,TC,A,06102,15,246.77,246.77
70336,TC,A,06102,16,242.85,242.85
70336,TC,A,06102,99,213.76,213.76
70336,TC,A,06202,00,235.46,235.46
70336,TC,A,06302,00,220.80,220.80
70336,TC,A,07102,13,200.02,200.02
70336,TC,A,07202,01,221.11,221.11
70336,TC,A,07202,99,205.20,205.20
70336,TC,A,07302,00,199.33,199.33
70336,TC,A,08102,00,211.80,211.80
70336,TC,A,08202,01,231.99,231.99
70336,TC,A,08202,99,213.38,213.38
70336,TC,A,09102,03,235.13,235.13
70336,TC,A,09102,04,240.34,240.34
70336,TC,A,09102,99,220.87,220.87
70336,TC,A,09202,20,234.99,234.99
70336,TC,A,09202,50,234.99,234.99
70336,TC,A,10112,00,207.13,207.13
70336,TC,A,10212,01,232.67,232.67
70336,TC,A,10212,99,207.33,207.33
70336,TC,A,10312,35,208.85,208.85
70336,TC,A,11202,01,211.25,211.25
70336,TC,A,11302,00,230.98,230.98
70336,TC,A,11402,16,200.08,200.08
70336,TC,A,11502,00,216.69,216.69
70336,TC,A,12102,01,238.04,238.04
70336,TC,A,12202,01,284.70,284.70
70336,TC,A,12302,01,255.44,255.44
70336,TC,A,12302,99,241.33,241.33
70336,TC,A,12402,01,277.26,277.26
70336,TC,A,12402,99,263.78,263.78
70336,TC,A,12502,01,251.71,251.71
70336,TC,A,12502,99,218.47,218.47
70336,TC,A,13102,00,259.47,259.47
70336,TC,A,13202,01,278.36,278.36
70336,TC,A,13202,02,283.90,283.90
70336,TC,A,13202,03,253.70,253.70
70336,TC,A,13282,99,221.75,221.75
70336,TC,A,13292,04,283.88,283.88
70336,TC,A,14112,03,233.36,233.36
70336,TC,A,14112,99,211.98,211.98
70336,TC,A,14212,01,277.50,277.50
70336,TC,A,14212,99,247.98,247.98
70336,TC,A,14312,40,242.89,242.89
70336,TC,A,14412,01,244.52,244.52
70336,TC,A,14512,50,234.70,234.70
70336,TC,A,15102,00,203.73,203.73
70336,TC,A,15202,00,213.42,213.42
70480,,A,01112,05,221.79,221.79
70480,,A,01112,06,221.79,221.79
70480,,A,01112,07,221.79,221.79
70480,,A,01112,09,227.70,227.70
70480,,A,01112,17,200.94,200.94
70480,,A,01112,18,201.71,201.71
70480,,A,01112,26,201.71,201.71
70480,,A,01112,51,209.22,209.22
70480,,A,01112,52,217.91,217.91
70480,,A,01112,53,209.22,209.22
70480,,A,01112,54,187.24,187.24
70480,,A,01112,55,186.63,186.63
70480,,A,01112,56,186.63,186.63
70480,,A,01112,57,186.63,186.63
70480,,A,01112,58,186.63,186.63
70480,,A,01112,59,186.63,186.63
70480,,A,01112,60,186.63,186.63
70480,,A,01112,61,186.63,186.63
70480,,A,01112,62,187.26,187.26
70480,,A,01112,63,188.07,188.07
70480,,A,01112,64,193.29,193.29
70480,,A,01112,65,215.77,215.77
70480,,A,01112,66,198.87,198.87
70480,,A,01112,67,196.55,196.55
70480,,A,01112,68,186.63,186.63
70480,,A,01112,69,186.63,186.63
70480,,A,01112,70,186.63,186.63
70480,,A,01112,71,186.69,186.69
70480,,A,01112,72,194.80,194.80
70480,,A,01112,73,188.30,188.30
70480,,A,01112,74,196.15,196.15
70480,,A,01112,75,186.63,186.63
70480,,A,01182,17,200.94,200.94
70480,,A,01182,18,201.71,201.71
70480,,A,01182,26,201.71,201.71
70480,,A,01182,71,186.69,186.69
70480,,A,01182,72,194.80,194.80
70480,,A,01182,73,188.30,188.30
70480,,A,01182,74,196.15,196.15
70480,,A,01212,01,195.49,195.49
70480,,A,01312,00,178.07,178.07
70480,,A,02102,01,215.00,215.00
70480,,A,02202,00,162.03,162.03
70480,,A,02302,01,185.04,185.04
70480,,A,02302,99,171.16,171.16
70480,,A,02402,02,200.53,200.53
70480,,A,02402,99,178.66,178.66
70480,,A,03102,00,172.15,172.15
70480,,A,03202,01,178.33,178.33
70480,,A,03302,01,176.26,176.26
70480,,A,03402,02,175.96,175.96
70480,,A,03502,09,167.59,167.59
70480,,A,03602,21,177.21,177.21
70480,,A,04112,01,181.57,181.57
70480,,A,04212,05,166.23,166.23
70480,,A,04312,00,162.54,162.54
70480,,A,04412,09,179.28,179.28
70480,,A,04412,11,180.10,180.10
70480,,A,04412,15,180.44,180.44
70480,,A,04412,18,181.13,181.13
70480,,A,04412,20,168.29,168.29
70480,,A,04412,28,176.01,176.01
70480,,A,04412,31,181.81,181.81
70480,,A,04412,99,169.95,169.95
70480,,A,05102,00,164.12,164.12
70480,,A,05202,00,164.79,164.79
70480,,A,05302,01,173.36,173.36
70480,,A,05302,02,172.23,172.23
70480,,A,05302,99,158.91,158.91
70480,,A,05402,00,164.01,164.01
70480,,A,06102,12,171.53,171.53
70480,,A,06102,15,186.63,186.63
70480,,A,06102,16,185.27,185.27
70480,,A,06102,99,167.23,167.23
70480,,A,06202,00,177.48,177.48
70480,,A,06302,00,169.28,169.28
70480,,A,07102,13,158.18,158.18
70480,,A,07202,01,171.74,171.74
70480,,A,07202,99,162.61,162.61
70480,,A,07302,00,157.80,157.80
70480,,A,08102,00,164.51,164.51
70480,,A,08202,01,178.32,178.32
70480,,A,08202,99,166.61,166.61
70480,,A,09102,03,180.43,180.43
70480,,A,09102,04,184.95,184.95
70480,,A,09102,99,171.60,171.60
70480,,A,09202,20,178.56,178.56
70480,,A,09202,50,178.56,178.56
70480,,A,10112,00,162.52,162.52
70480,,A,10212,01,177.29,177.29
70480,,A,10212,99,163.23,163.23
70480,,A,10312,35,163.05,163.05
70480,,A,11202,01,164.63,164.63
70480,,A,11302,00,176.16,176.16
70480,,A,11402,16,159.76,159.76
70480,,A,11502,00,167.93,167.93
70480,,A,12102,01,180.60,180.60
70480,,A,12202,01,209.00,209.00
70480,,A,12302,01,191.77,191.77
70480,,A,12302,99,182.72,182.72
70480,,A,12402,01,203.99,203.99
70480,,A,12402,99,195.82,195.82
70480,,A,12502,01,189.49,189.49
70480,,A,12502,99,169.34,169.34
70480,,A,13102,00,193.70,193.70
70480,,A,13202,01,206.87,206.87
70480,,A,13202,02,210.77,210.77
70480,,A,13202,03,191.00,191.00
70480,,A,13282,99,170.55,170.55
70480,,A,13292,04,211.14,211.14
70480,,A,14112,03,176.96,176.96
70480,,A,14112,99,165.11,165.11
70480,,A,14212,01,203.94,203.94
70480,,A,14212,99,186.75,186.75
70480,,A,14312,40,182.93,182.93
70480,,A,14412,01,184.96,184.96
70480,,A,14512,50,177.54,177.54
70480,,A,15102,00,160.88,160.88
70480,,A,15202,00,166.73,166.73
70480,TC,A,01112,05,148.62,148.62
70480,TC,A,01112,06,148.62,148.62
70480,TC,A,01112,07,148.62,148.62
70480,TC,A,01112,09,153.31,153.31
70480,TC,A,01112,17,132.04,132.04
70480,TC,A,01112,18,131.83,131.83
70480,TC,A,01112,26,131.83,131.83
70480,TC,A,01112,51,138.68,138.68
70480,TC,A,01112,52,145.50,145.50
70480,TC,A,01112,53,138.68,138.68
70480,TC,A,01112,54,119.95,119.95
70480,TC,A,01112,55,119.92,119.92
70480,TC,A,01112,56,119.92,119.92
70480,TC,A,01112,57,119.92,119.92
70480,TC,A,01112,58,119.92,119.92
70480,TC,A,01112,59,119.92,119.92
70480,TC,A,01112,60,119.92,119.92
70480,TC,A,01112,61,119.92,119.92
70480,TC,A,01112,62,120.01,120.01
70480,TC,A,01112,63,120.81,120.81
70480,TC,A,01112,64,124.62,124.62
70480,TC,A,01112,65,143.30,143.30
70480,TC,A,01112,66,129.99,129.99
70480,TC,A,01112,67,127.97,127.97
70480,TC,A,01112,68,119.92,119.92
70480,TC,A,01112,69,119.92,119.92
70480,TC,A,01112,70,119.92,119.92
70480,TC,A,01112,71,119.93,119.93
70480,TC,A,01112,72,126.64,126.64
70480,TC,A,01112,73,121.37,121.37
70480,TC,A,01112,74,127.75,127.75
70480,TC,A,01112,75,119.92,119.92
70480,TC,A,01182,17,132.04,132.04
70480,TC,A,01182,18,131.83,131.83
70480,TC,A,01182,26,131.83,131.83
70480,TC,A,01182,71,119.93,119.93
70480,TC,A,01182,72,126.64,126.64
70480,TC,A,01182,73,121.37,121.37
70480,TC,A,01182,74,127.75,127.75
70480,TC,A,01212,01,128.22,128.22
70480,TC,A,01312,00,112.29,112.29
70480,TC,A,02102,01,125.32,125.32
70480,TC,A,02202,00,99.74,99.74
70480,TC,A,02302,01,118.72,118.72
70480,TC,A,02302,99,107.30,107.30
70480,TC,A,02402,02,131.21,131.21
70480,TC,A,02402,99,113.52,113.52
70480,TC,A,03102,00,107.82,107.82
70480,TC,A,03202,01,112.35,112.35
70480,TC,A,03302,01,112.05,112.05
70480,TC,A,03402,02,112.01,112.01
70480,TC,A,03502,09,103.62,103.62
70480,TC,A,03602,21,112.19,112.19
70480,TC,A,04112,01,115.90,115.90
70480,TC,A,04212,05,102.02,102.02
70480,TC,A,04312,00,99.44,99.44
70480,TC,A,04412,09,113.25,113.25
70480,TC,A,04412,11,114.35,114.35
70480,TC,A,04412,15,114.25,114.25
70480,TC,A,04412,18,114.45,114.45
70480,TC,A,04412,20,104.74,104.74
70480,TC,A,04412,28,111.10,111.10
70480,TC,A,04412,31,116.58,116.58
70480,TC,A,04412,99,106.20,106.20
70480,TC,A,05102,00,101.63,101.63
70480,TC,A,05202,00,102.00,102.00
70480,TC,A,05302,01,108.65,108.65
70480,TC,A,05302,02,107.65,107.65
70480,TC,A,05302,99,96.21,96.21
70480,TC,A,05402,00,101.80,101.80
70480,TC,A,06102,12,105.68,105.68
70480,TC,A,06102,15,118.81,118.81
70480,TC,A,06102,16,116.93,116.93
70480,TC,A,06102,99,102.91,102.91
70480,TC,A,06202,00,113.35,113.35
70480,TC,A,06302,00,106.29,106.29
70480,TC,A,07102,13,96.29,96.29
70480,TC,A,07202,01,106.45,106.45
70480,TC,A,07202,99,98.79,98.79
70480,TC,A,07302,00,95.96,95.96
70480,TC,A,08102,00,101.96,101.96
70480,TC,A,08202,01,111.69,111.69
70480,TC,A,08202,99,102.73,102.73
70480,TC,A,09102,03,113.21,113.21
70480,TC,A,09102,04,115.72,115.72
70480,TC,A,09102,99,106.34,106.34
70480,TC,A,09202,20,113.13,113.13
70480,TC,A,09202,50,113.13,113.13
70480,TC,A,10112,00,99.71,99.71
70480,TC,A,10212,01,112.01,112.01
70480,TC,A,10212,99,99.82,99.82
70480,TC,A,10312,35,100.54,100.54
70480,TC,A,11202,01,101.70,101.70
70480,TC,A,11302,00,111.20,111.20
70480,TC,A,11402,16,96.33,96.33
70480,TC,A,11502,00,104.32,104.32
70480,TC,A,12102,01,114.60,114.60
70480,TC,A,12202,01,137.06,137.06
70480,TC,A,12302,01,122.98,122.98
70480,TC,A,12302,99,116.18,116.18
70480,TC,A,12402,01,133.48,133.48
70480,TC,A,12402,99,126.99,126.99
70480,TC,A,12502,01,121.18,121.18
