HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
73706,TC,A,11202,01,165.10,165.10
73706,TC,A,11302,00,180.55,180.55
73706,TC,A,11402,16,156.47,156.47
73706,TC,A,11502,00,169.37,169.37
73706,TC,A,12102,01,186.08,186.08
73706,TC,A,12202,01,222.57,222.57
73706,TC,A,12302,01,199.72,199.72
73706,TC,A,12302,99,188.66,188.66
73706,TC,A,12402,01,216.71,216.71
73706,TC,A,12402,99,206.18,206.18
73706,TC,A,12502,01,196.80,196.80
73706,TC,A,12502,99,170.79,170.79
73706,TC,A,13102,00,202.83,202.83
73706,TC,A,13202,01,217.70,217.70
73706,TC,A,13202,02,222.13,222.13
73706,TC,A,13202,03,198.39,198.39
73706,TC,A,13282,99,173.30,173.30
73706,TC,A,13292,04,222.10,222.10
73706,TC,A,14112,03,182.37,182.37
73706,TC,A,14112,99,165.67,165.67
73706,TC,A,14212,01,216.89,216.89
73706,TC,A,14212,99,193.84,193.84
73706,TC,A,14312,40,189.87,189.87
73706,TC,A,14412,01,191.14,191.14
73706,TC,A,14512,50,183.40,183.40
73706,TC,A,15102,00,159.25,159.25
73706,TC,A,15202,00,166.86,166.86
74160,,A,01112,05,314.79,314.79
74160,,A,01112,06,314.79,314.79
74160,,A,01112,07,314.79,314.79
74160,,A,01112,09,323.65,323.65
74160,,A,01112,17,283.47,283.47
74160,,A,01112,18,284.10,284.10
74160,,A,01112,26,284.10,284.10
74160,,A,01112,51,295.96,295.96
74160,,A,01112,52,308.95,308.95
74160,,A,01112,53,295.96,295.96
74160,,A,01112,54,262.17,262.17
74160,,A,01112,55,261.56,261.56
74160,,A,01112,56,261.56,261.56
74160,,A,01112,57,261.56,261.56
74160,,A,01112,58,261.56,261.56
74160,,A,01112,59,261.56,261.56
74160,,A,01112,60,261.56,261.56
74160,,A,01112,61,261.56,261.56
74160,,A,01112,62,262.19,262.19
74160,,A,01112,63,263.56,263.56
74160,,A,01112,64,271.16,271.16
74160,,A,01112,65,305.39,305.39
74160,,A,01112,66,280.13,280.13
74160,,A,01112,67,276.54,276.54
74160,,A,01112,68,261.56,261.56
74160,,A,01112,69,261.56,261.56
74160,,A,01112,70,261.56,261.56
74160,,A,01112,71,261.62,261.62
74160,,A,01112,72,273.95,273.95
74160,,A,01112,73,264.15,264.15
74160,,A,01112,74,276.01,276.01
74160,,A,01112,75,261.56,261.56
74160,,A,01182,17,283.47,283.47
74160,,A,01182,18,284.10,284.10
74160,,A,01182,26,284.10,284.10
74160,,A,01182,71,261.62,261.62
74160,,A,01182,72,273.95,273.95
74160,,A,01182,73,264.15,264.15
74160,,A,01182,74,276.01,276.01
74160,,A,01212,01,275.64,275.64
74160,,A,01312,00,248.09,248.09
74160,,A,02102,01,293.14,293.14
74160,,A,02202,00,224.31,224.31
74160,,A,02302,01,259.20,259.20
74160,,A,02302,99,238.15,238.15
74160,,A,02402,02,282.49,282.49
74160,,A,02402,99,249.52,249.52
74160,,A,03102,00,239.42,239.42
74160,,A,03202,01,248.34,248.34
74160,,A,03302,01,246.27,246.27
74160,,A,03402,02,245.98,245.98
74160,,A,03502,09,232.19,232.19
74160,,A,03602,21,247.22,247.22
74160,,A,04112,01,253.91,253.91
74160,,A,04212,05,229.77,229.77
74160,,A,04312,00,224.53,224.53
74160,,A,04412,09,249.99,249.99
74160,,A,04412,11,251.52,251.52
74160,,A,04412,15,251.78,251.78
74160,,A,04412,18,252.54,252.54
74160,,A,04412,20,233.66,233.66
74160,,A,04412,28,245.38,245.38
74160,,A,04412,31,254.64,254.64
74160,,A,04412,99,236.23,236.23
74160,,A,05102,00,227.59,227.59
74160,,A,05202,00,228.47,228.47
74160,,A,05302,01,241.13,241.13
74160,,A,05302,02,239.36,239.36
74160,,A,05302,99,218.86,218.86
74160,,A,05402,00,227.62,227.62
74160,,A,06102,12,237.25,237.25
74160,,A,06102,15,260.65,260.65
74160,,A,06102,16,258.03,258.03
74160,,A,06102,99,231.33,231.33
74160,,A,06202,00,248.34,248.34
74160,,A,06302,00,235.70,235.70
74160,,A,07102,13,218.28,218.28
74160,,A,07202,01,238.03,238.03
74160,,A,07202,99,224.11,224.11
74160,,A,07302,00,217.68,217.68
74160,,A,08102,00,228.19,228.19
74160,,A,08202,01,247.84,247.84
74160,,A,08202,99,230.64,230.64
74160,,A,09102,03,250.86,250.86
74160,,A,09102,04,256.79,256.79
74160,,A,09102,99,237.82,237.82
74160,,A,09202,20,249.14,249.14
74160,,A,09202,50,249.14,249.14
74160,,A,10112,00,224.72,224.72
74160,,A,10212,01,247.17,247.17
74160,,A,10212,99,225.43,225.43
74160,,A,10312,35,225.82,225.82
74160,,A,11202,01,228.10,228.10
74160,,A,11302,00,245.54,245.54
74160,,A,11402,16,219.71,219.71
74160,,A,11502,00,233.02,233.02
74160,,A,12102,01,252.09,252.09
74160,,A,12202,01,294.55,294.55
74160,,A,12302,01,268.46,268.46
74160,,A,12302,99,255.20,255.20
74160,,A,12402,01,287.36,287.36
74160,,A,12402,99,275.12,275.12
74160,,A,12502,01,265.05,265.05
74160,,A,12502,99,234.92,234.92
74160,,A,13102,00,271.65,271.65
74160,,A,13202,01,290.38,290.38
74160,,A,13202,02,295.82,295.82
74160,,A,13202,03,267.12,267.12
74160,,A,13282,99,237.19,237.19
74160,,A,13292,04,296.20,296.20
74160,,A,14112,03,247.12,247.12
74160,,A,14112,99,228.79,228.79
74160,,A,14212,01,287.38,287.38
74160,,A,14212,99,261.26,261.26
74160,,A,14312,40,255.90,255.90
74160,,A,14412,01,258.41,258.41
74160,,A,14512,50,248.11,248.11
74160,,A,15102,00,222.03,222.03
74160,,A,15202,00,230.77,230.77
74160,TC,A,01112,05,241.53,241.53
74160,TC,A,01112,06,241.53,241.53
74160,TC,A,01112,07,241.53,241.53
74160,TC,A,01112,09,249.15,249.15
74160,TC,A,01112,17,214.52,214.52
74160,TC,A,01112,18,214.17,214.17
74160,TC,A,01112,26,214.17,214.17
74160,TC,A,01112,51,225.36,225.36
74160,TC,A,01112,52,236.45,236.45
74160,TC,A,01112,53,225.36,225.36
74160,TC,A,01112,54,194.87,194.87
74160,TC,A,01112,55,194.83,194.83
74160,TC,A,01112,56,194.83,194.83
74160,TC,A,01112,57,194.83,194.83
74160,TC,A,01112,58,194.83,194.83
74160,TC,A,01112,59,194.83,194.83
74160,TC,A,01112,60,194.83,194.83
74160,TC,A,01112,61,194.83,194.83
74160,TC,A,01112,62,194.92,194.92
74160,TC,A,01112,63,196.29,196.29
74160,TC,A,01112,64,202.47,202.47
74160,TC,A,01112,65,232.85,232.85
74160,TC,A,01112,66,211.20,211.20
74160,TC,A,01112,67,207.93,207.93
74160,TC,A,01112,68,194.83,194.83
74160,TC,A,01112,69,194.83,194.83
74160,TC,A,01112,70,194.83,194.83
74160,TC,A,01112,71,194.84,194.84
74160,TC,A,01112,72,205.76,205.76
74160,TC,A,01112,73,197.20,197.20
74160,TC,A,01112,74,207.57,207.57
74160,TC,A,01112,75,194.83,194.83
74160,TC,A,01182,17,214.52,214.52
74160,TC,A,01182,18,214.17,214.17
74160,TC,A,01182,26,214.17,214.17
74160,TC,A,01182,71,194.84,194.84
74160,TC,A,01182,72,205.76,205.76
74160,TC,A,01182,73,197.20,197.20
74160,TC,A,01182,74,207.57,207.57
74160,TC,A,01212,01,208.32,208.32
74160,TC,A,01312,00,182.30,182.30
74160,TC,A,02102,01,203.59,203.59
74160,TC,A,02202,00,162.05,162.05
74160,TC,A,02302,01,192.86,192.86
74160,TC,A,02302,99,174.31,174.31
74160,TC,A,02402,02,213.12,213.12
74160,TC,A,02402,99,184.37,184.37
74160,TC,A,03102,00,175.10,175.10
74160,TC,A,03202,01,182.36,182.36
74160,TC,A,03302,01,182.07,182.07
74160,TC,A,03402,02,182.02,182.02
74160,TC,A,03502,09,168.24,168.24
74160,TC,A,03602,21,182.20,182.20
74160,TC,A,04112,01,188.22,188.22
74160,TC,A,04212,05,165.59,165.59
74160,TC,A,04312,00,161.47,161.47
74160,TC,A,04412,09,183.96,183.96
74160,TC,A,04412,11,185.77,185.77
74160,TC,A,04412,15,185.60,185.60
74160,TC,A,04412,18,185.86,185.86
74160,TC,A,04412,20,170.14,170.14
74160,TC,A,04412,28,180.49,180.49
74160,TC,A,04412,31,189.40,189.40
74160,TC,A,04412,99,172.50,172.50
74160,TC,A,05102,00,165.13,165.13
74160,TC,A,05202,00,165.71,165.71
74160,TC,A,05302,01,176.42,176.42
74160,TC,A,05302,02,174.79,174.79
74160,TC,A,05302,99,156.21,156.21
74160,TC,A,05402,00,165.44,165.44
74160,TC,A,06102,12,171.42,171.42
74160,TC,A,06102,15,192.81,192.81
74160,TC,A,06102,16,189.67,189.67
74160,TC,A,06102,99,167.04,167.04
74160,TC,A,06202,00,184.20,184.20
74160,TC,A,06302,00,172.73,172.73
74160,TC,A,07102,13,156.43,156.43
74160,TC,A,07202,01,172.76,172.76
74160,TC,A,07202,99,160.33,160.33
74160,TC,A,07302,00,155.89,155.89
74160,TC,A,08102,00,165.67,165.67
74160,TC,A,08202,01,181.22,181.22
74160,TC,A,08202,99,166.79,166.79
74160,TC,A,09102,03,183.64,183.64
74160,TC,A,09102,04,187.56,187.56
74160,TC,A,09102,99,172.57,172.57
74160,TC,A,09202,20,183.70,183.70
74160,TC,A,09202,50,183.70,183.70
74160,TC,A,10112,00,161.96,161.96
74160,TC,A,10212,01,181.89,181.89
74160,TC,A,10212,99,162.06,162.06
74160,TC,A,10312,35,163.34,163.34
74160,TC,A,11202,01,165.20,165.20
74160,TC,A,11302,00,180.58,180.58
74160,TC,A,11402,16,156.33,156.33
74160,TC,A,11502,00,169.43,169.43
74160,TC,A,12102,01,186.08,186.08
74160,TC,A,12202,01,222.55,222.55
74160,TC,A,12302,01,199.64,199.64
74160,TC,A,12302,99,188.65,188.65
74160,TC,A,12402,01,216.79,216.79
74160,TC,A,12402,99,206.24,206.24
74160,TC,A,12502,01,196.73,196.73
74160,TC,A,12502,99,170.78,170.78
74160,TC,A,13102,00,202.84,202.84
74160,TC,A,13202,01,217.47,217.47
74160,TC,A,13202,02,221.69,221.69
74160,TC,A,13202,03,198.25,198.25
74160,TC,A,13282,99,173.40,173.40
74160,TC,A,13292,04,221.68,221.68
74160,TC,A,14112,03,182.49,182.49
74160,TC,A,14112,99,165.76,165.76
74160,TC,A,14212,01,216.98,216.98
74160,TC,A,14212,99,193.88,193.88
74160,TC,A,14312,40,189.89,189.89
74160,TC,A,14412,01,191.16,191.16
74160,TC,A,14512,50,183.56,183.56
74160,TC,A,15102,00,159.27,159.27
74160,TC,A,15202,00,166.81,166.81
74170,,A,01112,05,321.27,321.27
74170,,A,01112,06,321.27,321.27
74170,,A,01112,07,321.27,321.27
74170,,A,01112,09,330.18,330.18
74170,,A,01112,17,289.89,289.89
74170,,A,01112,18,290.64,290.64
74170,,A,01112,26,290.64,290.64
74170,,A,01112,51,302.31,302.31
74170,,A,01112,52,315.41,315.41
74170,,A,01112,53,302.31,302.31
74170,,A,01112,54,268.52,268.52
74170,,A,01112,55,267.76,267.76
74170,,A,01112,56,267.76,267.76
74170,,A,01112,57,267.76,267.76
74170,,A,01112,58,267.76,267.76
74170,,A,01112,59,267.76,267.76
74170,,A,01112,60,267.76,267.76
74170,,A,01112,61,267.76,267.76
74170,,A,01112,62,268.67,268.67
74170,,A,01112,63,269.82,269.82
74170,,A,01112,64,277.52,277.52
74170,,A,01112,65,311.98,311.98
74170,,A,01112,66,286.46,286.46
74170,,A,01112,67,282.87,282.87
74170,,A,01112,68,267.76,267.76
74170,,A,01112,69,267.76,267.76
74170,,A,01112,70,267.76,267.76
74170,,A,01112,71,267.86,267.86
74170,,A,01112,72,280.26,280.26
74170,,A,01112,73,270.36,270.36
74170,,A,01112,74,282.31,282.31
74170,,A,01112,75,267.76,267.76
74170,,A,01182,17,289.89,289.89
74170,,A,01182,18,290.64,290.64
74170,,A,01182,26,290.64,290.64
74170,,A,01182,71,267.86,267.86
74170,,A,01182,72,280.26,280.26
74170,,A,01182,73,270.36,270.36
74170,,A,01182,74,282.31,282.31
74170,,A,01212,01,281.88,281.88
74170,,A,01312,00,254.74,254.74
74170,,A,02102,01,301.70,301.70
74170,,A,02202,00,230.14,230.14
74170,,A,02302,01,265.44,265.44
74170,,A,02302,99,244.24,244.24
74170,,A,02402,02,289.10,289.10
74170,,A,02402,99,255.83,255.83
74170,,A,03102,00,245.72,245.72
74170,,A,03202,01,255.17,255.17
74170,,A,03302,01,252.21,252.21
74170,,A,03402,02,251.79,251.79
74170,,A,03502,09,238.61,238.61
74170,,A,03602,21,253.57,253.57
74170,,A,04112,01,260.33,260.33
74170,,A,04212,05,236.42,236.42
74170,,A,04312,00,230.80,230.80
74170,,A,04412,09,256.28,256.28
74170,,A,04412,11,257.74,257.74
74170,,A,04412,15,258.08,258.08
74170,,A,04412,18,259.09,259.09
74170,,A,04412,20,239.77,239.77
74170,,A,04412,28,251.54,251.54
74170,,A,04412,31,260.78,260.78
74170,,A,04412,99,242.36,242.36
74170,,A,05102,00,233.40,233.40
74170,,A,05202,00,234.40,234.40
74170,,A,05302,01,247.57,247.57
74170,,A,05302,02,245.81,245.81
74170,,A,05302,99,225.16,225.16
74170,,A,05402,00,233.27,233.27
74170,,A,06102,12,244.48,244.48
74170,,A,06102,15,267.80,267.80
74170,,A,06102,16,265.56,265.56
74170,,A,06102,99,237.98,237.98
74170,,A,06202,00,254.15,254.15
74170,,A,06302,00,241.43,241.43
74170,,A,07102,13,224.15,224.15
74170,,A,07202,01,244.92,244.92
74170,,A,07202,99,230.79,230.79
74170,,A,07302,00,223.55,223.55
74170,,A,08102,00,233.99,233.99
74170,,A,08202,01,255.04,255.04
74170,,A,08202,99,237.07,237.07
74170,,A,09102,03,258.26,258.26
74170,,A,09102,04,265.04,265.04
74170,,A,09102,99,244.70,244.70
74170,,A,09202,20,255.63,255.63
74170,,A,09202,50,255.63,255.63
74170,,A,10112,00,230.82,230.82
74170,,A,10212,01,253.66,253.66
74170,,A,10212,99,231.84,231.84
74170,,A,10312,35,231.71,231.71
74170,,A,11202,01,234.12,234.12
74170,,A,11302,00,251.92,251.92
74170,,A,11402,16,226.37,226.37
74170,,A,11502,00,239.20,239.20
74170,,A,12102,01,258.66,258.66
74170,,A,12202,01,301.73,301.73
74170,,A,12302,01,275.48,275.48
74170,,A,12302,99,261.85,261.85
74170,,A,12402,01,294.15,294.15
74170,,A,12402,99,281.79,281.79
74170,,A,12502,01,272.02,272.02
74170,,A,12502,99,241.33,241.33
74170,,A,13102,00,278.47,278.47
74170,,A,13202,01,298.16,298.16
74170,,A,13202,02,304.22,304.22
74170,,A,13202,03,274.31,274.31
74170,,A,13282,99,243.29,243.29
74170,,A,13292,04,304.61,304.61
74170,,A,14112,03,253.25,253.25
74170,,A,14112,99,234.85,234.85
74170,,A,14212,01,294.16,294.16
74170,,A,14212,99,267.86,267.86
74170,,A,14312,40,262.41,262.41
74170,,A,14412,01,265.04,265.04
74170,,A,14512,50,254.16,254.16
74170,,A,15102,00,228.24,228.24
74170,,A,15202,00,237.25,237.25
74170,TC,A,01112,05,241.21,241.21
74170,TC,A,01112,06,241.21,241.21
74170,TC,A,01112,07,241.21,241.21
74170,TC,A,01112,09,248.80,248.80
74170,TC,A,01112,17,214.35,214.35
74170,TC,A,01112,18,214.00,214.00
74170,TC,A,01112,26,214.00,214.00
74170,TC,A,01112,51,225.09,225.09
74170,TC,A,01112,52,236.16,236.16
74170,TC,A,01112,53,225.09,225.09
74170,TC,A,01112,54,194.73,194.73
74170,TC,A,01112,55,194.66,194.66
74170,TC,A,01112,56,194.66,194.66
74170,TC,A,01112,57,194.66,194.66
74170,TC,A,01112,58,194.66,194.66
74170,TC,A,01112,59,194.66,194.66
74170,TC,A,01112,60,194.66,194.66
74170,TC,A,01112,61,194.66,194.66
74170,TC,A,01112,62,194.84,194.84
74170,TC,A,01112,63,196.11,196.11
74170,TC,A,01112,64,202.28,202.28
74170,TC,A,01112,65,232.60,232.60
74170,TC,A,01112,66,210.99,210.99
74170,TC,A,01112,67,207.73,207.73
74170,TC,A,01112,68,194.66,194.66
74170,TC,A,01112,69,194.66,194.66
74170,TC,A,01112,70,194.66,194.66
74170,TC,A,01112,71,194.68,194.68
74170,TC,A,01112,72,205.57,205.57
74170,TC,A,01112,73,197.02,197.02
74170,TC,A,01112,74,207.36,207.36
74170,TC,A,01112,75,194.66,194.66
74170,TC,A,01182,17,214.35,214.35
74170,TC,A,01182,18,214.00,214.00
74170,TC,A,01182,26,214.00,214.00
74170,TC,A,01182,71,194.68,194.68
74170,TC,A,01182,72,205.57,205.57
74170,TC,A,01182,73,197.02,197.02
74170,TC,A,01182,74,207.36,207.36
74170,TC,A,01212,01,208.14,208.14
74170,TC,A,01312,00,182.35,182.35
74170,TC,A,02102,01,203.43,203.43
74170,TC,A,02202,00,161.90,161.90
74170,TC,A,02302,01,192.72,192.72
74170,TC,A,02302,99,174.20,174.20
74170,TC,A,02402,02,213.01,213.01
74170,TC,A,02402,99,184.30,184.30
74170,TC,A,03102,00,175.06,175.06
74170,TC,A,03202,01,182.47,182.47
74170,TC,A,03302,01,181.88,181.88
74170,TC,A,03402,02,181.80,181.80
74170,TC,A,03502,09,168.26,168.26
74170,TC,A,03602,21,182.15,182.15
74170,TC,A,04112,01,188.17,188.17
74170,TC,A,04212,05,165.70,165.70
74170,TC,A,04312,00,161.46,161.46
74170,TC,A,04412,09,183.85,183.85
74170,TC,A,04412,11,185.64,185.64
74170,TC,A,04412,15,185.48,185.48
74170,TC,A,04412,18,185.82,185.82
74170,TC,A,04412,20,170.05,170.05
74170,TC,A,04412,28,180.36,180.36
74170,TC,A,04412,31,189.26,189.26
74170,TC,A,04412,99,172.41,172.41
74170,TC,A,05102,00,164.95,164.95
74170,TC,A,05202,00,165.58,165.58
74170,TC,A,05302,01,176.42,176.42
74170,TC,A,05302,02,174.80,174.80
74170,TC,A,05302,99,156.23,156.23
74170,TC,A,05402,00,165.21,165.21
74170,TC,A,06102,12,171.70,171.70
74170,TC,A,06102,15,192.99,192.99
74170,TC,A,06102,16,189.98,189.98
74170,TC,A,06102,99,167.14,167.14
74170,TC,A,06202,00,183.97,183.97
74170,TC,A,06302,00,172.51,172.51
74170,TC,A,07102,13,156.31,156.31
74170,TC,A,07202,01,172.92,172.92
74170,TC,A,07202,99,160.47,160.47
74170,TC,A,07302,00,155.77,155.77
74170,TC,A,08102,00,165.50,165.50
74170,TC,A,08202,01,181.46,181.46
74170,TC,A,08202,99,166.82,166.82
74170,TC,A,09102,03,183.94,183.94
74170,TC,A,09102,04,188.13,188.13
74170,TC,A,09102,99,172.74,172.74
74170,TC,A,09202,20,183.70,183.70
74170,TC,A,09202,50,183.70,183.70
74170,TC,A,10112,00,161.89,161.89
74170,TC,A,10212,01,181.89,181.89
74170,TC,A,10212,99,162.09,162.09
74170,TC,A,10312,35,163.20,163.20
74170,TC,A,11202,01,165.10,165.10
74170,TC,A,11302,00,180.55,180.55
74170,TC,A,11402,16,156.47,156.47
74170,TC,A,11502,00,169.37,169.37
74170,TC,A,12102,01,186.08,186.08
74170,TC,A,12202,01,222.57,222.57
74170,TC,A,12302,01,199.72,199.72
74170,TC,A,12302,99,188.66,188.66
74170,TC,A,12402,01,216.71,216.71
74170,TC,A,12402,99,206.18,206.18
74170,TC,A,12502,01,196.80,196.80
74170,TC,A,12502,99,170.79,170.79
74170,TC,A,13102,00,202.83,202.83
74170,TC,A,13202,01,217.70,217.70
74170,TC,A,13202,02,222.13,222.13
74170,TC,A,13202,03,198.39,198.39
74170,TC,A,13282,99,173.30,173.30
74170,TC,A,13292,04,222.10,222.10
74170,TC,A,14112,03,182.37,182.37
74170,TC,A,14112,99,165.67,165.67
74170,TC,A,14212,01,216.89,216.89
74170,TC,A,14212,99,193.84,193.84
74170,TC,A,14312,40,189.87,189.87
74170,TC,A,14412,01,191.14,191.14
74170,TC,A,14512,50,183.40,183.40
74170,TC,A,15102,00,159.25,159.25
74170,TC,A,15202,00,166.86,166.86
74175,,A,01112,05,344.92,344.92
74175,,A,01112,06,344.92,344.92
74175,,A,01112,07,344.92,344.92
74175,,A,01112,09,354.24,354.24
74175,,A,01112,17,312.07,312.07
74175,,A,01112,18,313.14,313.14
74175,,A,01112,26,313.14,313.14
74175,,A,01112,51,325.09,325.09
74175,,A,01112,52,338.81,338.81
74175,,A,01112,53,325.09,325.09
74175,,A,01112,54,290.20,290.20
74175,,A,01112,55,289.29,289.29
74175,,A,01112,56,289.29,289.29
74175,,A,01112,57,289.29,289.29
74175,,A,01112,58,289.29,289.29
74175,,A,01112,59,289.29,289.29
74175,,A,01112,60,289.29,289.29
74175,,A,01112,61,289.29,289.29
74175,,A,01112,62,290.28,290.28
74175,,A,01112,63,291.52,291.52
74175,,A,01112,64,299.68,299.68
74175,,A,01112,65,335.36,335.36
74175,,A,01112,66,308.69,308.69
74175,,A,01112,67,304.99,304.99
74175,,A,01112,68,289.29,289.29
74175,,A,01112,69,289.29,289.29
74175,,A,01112,70,289.29,289.29
74175,,A,01112,71,289.39,289.39
74175,,A,01112,72,302.24,302.24
74175,,A,01112,73,291.96,291.96
74175,,A,01112,74,304.38,304.38
74175,,A,01112,75,289.29,289.29
74175,,A,01182,17,312.07,312.07
74175,,A,01182,18,313.14,313.14
74175,,A,01182,26,313.14,313.14
74175,,A,01182,71,289.39,289.39
74175,,A,01182,72,302.24,302.24
74175,,A,01182,73,291.96,291.96
74175,,A,01182,74,304.38,304.38
74175,,A,01212,01,303.55,303.55
74175,,A,01312,00,275.78,275.78
74175,,A,02102,01,330.73,330.73
74175,,A,02202,00,250.29,250.29
74175,,A,02302,01,286.82,286.82
74175,,A,02302,99,264.82,264.82
74175,,A,02402,02,311.37,311.37
74175,,A,02402,99,276.76,276.76
74175,,A,03102,00,266.38,266.38
74175,,A,03202,01,276.21,276.21
74175,,A,03302,01,272.96,272.96
74175,,A,03402,02,272.49,272.49
74175,,A,03502,09,259.12,259.12
74175,,A,03602,21,274.45,274.45
74175,,A,04112,01,281.40,281.40
74175,,A,04212,05,256.93,256.93
74175,,A,04312,00,251.07,251.07
74175,,A,04412,09,277.55,277.55
74175,,A,04412,11,278.93,278.93
74175,,A,04412,15,279.40,279.40
74175,,A,04412,18,280.49,280.49
74175,,A,04412,20,260.24,260.24
74175,,A,04412,28,272.46,272.46
74175,,A,04412,31,281.80,281.80
74175,,A,04412,99,262.89,262.89
74175,,A,05102,00,253.62,253.62
74175,,A,05202,00,254.68,254.68
74175,,A,05302,01,268.32,268.32
74175,,A,05302,02,266.51,266.51
74175,,A,05302,99,245.28,245.28
74175,,A,05402,00,253.45,253.45
74175,,A,06102,12,265.35,265.35
74175,,A,06102,15,289.36,289.36
74175,,A,06102,16,287.17,287.17
74175,,A,06102,99,258.53,258.53
74175,,A,06202,00,274.91,274.91
74175,,A,06302,00,261.84,261.84
74175,,A,07102,13,244.15,244.15
74175,,A,07202,01,265.71,265.71
74175,,A,07202,99,251.16,251.16
74175,,A,07302,00,243.53,243.53
74175,,A,08102,00,254.23,254.23
74175,,A,08202,01,276.17,276.17
74175,,A,08202,99,257.54,257.54
74175,,A,09102,03,279.52,279.52
74175,,A,09102,04,286.69,286.69
74175,,A,09102,99,265.49,265.49
74175,,A,09202,20,276.60,276.60
74175,,A,09202,50,276.60,276.60
74175,,A,10112,00,251.05,251.05
74175,,A,10212,01,274.58,274.58
74175,,A,10212,99,252.17,252.17
74175,,A,10312,35,251.90,251.90
74175,,A,11202,01,254.41,254.41
74175,,A,11302,00,272.77,272.77
74175,,A,11402,16,246.62,246.62
74175,,A,11502,00,259.66,259.66
74175,,A,12102,01,279.80,279.80
74175,,A,12202,01,324.70,324.70
74175,,A,12302,01,297.43,297.43
74175,,A,12302,99,283.15,283.15
74175,,A,12402,01,316.77,316.77
74175,,A,12402,99,303.88,303.88
74175,,A,12502,01,293.82,293.82
74175,,A,12502,99,261.91,261.91
74175,,A,13102,00,300.49,300.49
74175,,A,13202,01,321.24,321.24
74175,,A,13202,02,327.49,327.49
74175,,A,13202,03,296.21,296.21
74175,,A,13282,99,263.85,263.85
74175,,A,13292,04,328.02,328.02
74175,,A,14112,03,274.07,274.07
74175,,A,14112,99,255.18,255.18
74175,,A,14212,01,316.73,316.73
74175,,A,14212,99,289.47,289.47
74175,,A,14312,40,283.56,283.56
74175,,A,14412,01,286.60,286.60
74175,,A,14512,50,274.99,274.99
74175,,A,15102,00,248.43,248.43
74175,,A,15202,00,257.74,257.74
74175,TC,A,01112,05,241.21,241.21
74175,TC,A,01112,06,241.21,241.21
74175,TC,A,01112,07,241.21,241.21
74175,TC,A,01112,09,248.80,248.80
74175,TC,A,01112,17,214.35,214.35
74175,TC,A,01112,18,214.00,214.00
74175,TC,A,01112,26,214.00,214.00
74175,TC,A,01112,51,225.09,225.09
74175,TC,A,01112,52,236.16,236.16
74175,TC,A,01112,53,225.09,225.09
74175,TC,A,01112,54,194.73,194.73
74175,TC,A,01112,55,194.66,194.66
74175,TC,A,01112,56,194.66,194.66
74175,TC,A,01112,57,194.66,194.66
74175,TC,A,01112,58,194.66,194.66
74175,TC,A,01112,59,194.66,194.66
74175,TC,A,01112,60,194.66,194.66
74175,TC,A,01112,61,194.66,194.66
74175,TC,A,01112,62,194.84,194.84
74175,TC,A,01112,63,196.11,196.11
74175,TC,A,01112,64,202.28,202.28
74175,TC,A,01112,65,232.60,232.60
74175,TC,A,01112,66,210.99,210.99
74175,TC,A,01112,67,207.73,207.73
74175,TC,A,01112,68,194.66,194.66
74175,TC,A,01112,69,194.66,194.66
74175,TC,A,01112,70,194.66,194.66
74175,TC,A,01112,71,194.68,194.68
74175,TC,A,01112,72,205.57,205.57
74175,TC,A,01112,73,197.02,197.02
74175,TC,A,01112,74,207.36,207.36
74175,TC,A,01112,75,194.66,194.66
74175,TC,A,01182,17,214.35,214.35
74175,TC,A,01182,18,214.00,214.00
74175,TC,A,01182,26,214.00,214.00
74175,TC,A,01182,71,194.68,194.68
74175,TC,A,01182,72,205.57,205.57
74175,TC,A,01182,73,197.02,197.02
74175,TC,A,01182,74,207.36,207.36
74175,TC,A,01212,01,208.14,208.14
74175,TC,A,01312,00,182.35,182.35
74175,TC,A,02102,01,203.43,203.43
74175,TC,A,02202,00,161.90,161.90
74175,TC,A,02302,01,192.72,192.72
74175,TC,A,02302,99,174.20,174.20
74175,TC,A,02402,02,213.01,213.01
74175,TC,A,02402,99,184.30,184.30
74175,TC,A,03102,00,175.06,175.06
74175,TC,A,03202,01,182.47,182.47
74175,TC,A,03302,01,181.88,181.88
74175,TC,A,03402,02,181.80,181.80
74175,TC,A,03502,09,168.26,168.26
74175,TC,A,03602,21,182.15,182.15
74175,TC,A,04112,01,188.17,188.17
74175,TC,A,04212,05,165.70,165.70
74175,TC,A,04312,00,161.46,161.46
74175,TC,A,04412,09,183.85,183.85
74175,TC,A,04412,11,185.64,185.64
74175,TC,A,04412,15,185.48,185.48
74175,TC,A,04412,18,185.82,185.82
74175,TC,A,04412,20,170.05,170.05
74175,TC,A,04412,28,180.36,180.36
74175,TC,A,04412,31,189.26,189.26
74175,TC,A,04412,99,172.41,172.41
74175,TC,A,05102,00,164.95,164.95
74175,TC,A,05202,00,165.58,165.58
74175,TC,A,05302,01,176.42,176.42
74175,TC,A,05302,02,174.80,174.80
74175,TC,A,05302,99,156.23,156.23
74175,TC,A,05402,00,165.21,165.21
74175,TC,A,06102,12,171.70,171.70
74175,TC,A,06102,15,192.99,192.99
74175,TC,A,06102,16,189.98,189.98
74175,TC,A,06102,99,167.14,167.14
74175,TC,A,06202,00,183.97,183.97
74175,TC,A,06302,00,172.51,172.51
