HCPCS,MOD,PROCSTAT,CARIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
G0365,,A,01112,05,162.14,162.14
G0365,,A,01112,06,162.14,162.14
G0365,,A,01112,07,162.14,162.14
G0365,,A,01112,09,165.49,165.49
G0365,,A,01112,17,144.97,144.97
G0365,,A,01112,18,145.31,145.31
G0365,,A,01112,26,145.31,145.31
G0365,,A,01112,51,154.11,154.11
G0365,,A,01112,52,158.21,158.21
G0365,,A,01112,53,154.11,154.11
G0365,,A,01112,54,133.17,133.17
G0365,,A,01112,55,133.09,133.09
G0365,,A,01112,56,133.09,133.09
G0365,,A,01112,57,133.09,133.09
G0365,,A,01112,58,133.09,133.09
G0365,,A,01112,59,133.09,133.09
G0365,,A,01112,60,133.09,133.09
G0365,,A,01112,61,133.09,133.09
G0365,,A,01112,62,133.37,133.37
G0365,,A,01112,63,135.21,135.21
G0365,,A,01112,64,136.23,136.23
G0365,,A,01112,65,149.42,149.42
G0365,,A,01112,66,143.15,143.15
G0365,,A,01112,67,139.54,139.54
G0365,,A,01112,68,133.09,133.09
G0365,,A,01112,69,133.09,133.09
G0365,,A,01112,70,133.09,133.09
G0365,,A,01112,71,133.1,133.1
G0365,,A,01112,72,137.94,137.94
G0365,,A,01112,73,134.23,134.23
G0365,,A,01112,74,139.15,139.15
G0365,,A,01112,75,133.09,133.09
G0365,,A,01182,17,144.97,144.97
G0365,,A,01182,18,145.31,145.31
G0365,,A,01182,26,145.31,145.31
G0365,,A,01182,71,133.1,133.1
G0365,,A,01182,72,137.94,137.94
G0365,,A,01182,73,134.23,134.23
G0365,,A,01182,74,139.15,139.15
G0365,,A,01212,01,141.24,141.24
G0365,,A,01312,00,126.89,126.89
G0365,,A,02102,01,142.55,142.55
G0365,,A,02202,00,113.12,113.12
G0365,,A,02302,01,131.02,131.02
G0365,,A,02302,99,120.96,120.96
G0365,,A,02402,02,141.93,141.93
G0365,,A,02402,99,126.18,126.18
G0365,,A,03102,00,121.49,121.49
G0365,,A,03202,01,125.97,125.97
G0365,,A,03302,01,124.39,124.39
G0365,,A,03402,02,124.17,124.17
G0365,,A,03502,09,116.93,116.93
G0365,,A,03602,21,124.88,124.88
G0365,,A,04112,01,127.18,127.18
G0365,,A,04212,05,116.36,116.36
G0365,,A,04312,00,112.5,112.5
G0365,,A,04412,09,124.66,124.66
G0365,,A,04412,11,126.43,126.43
G0365,,A,04412,15,126.26,126.26
G0365,,A,04412,18,126.52,126.52
G0365,,A,04412,20,116.11,116.11
G0365,,A,04412,28,123.15,123.15
G0365,,A,04412,31,127.1,127.1
G0365,,A,04412,99,117.66,117.66
G0365,,A,05102,00,113.57,113.57
G0365,,A,05202,00,114.3,114.3
G0365,,A,05302,01,120.43,120.43
G0365,,A,05302,02,120.92,120.92
G0365,,A,05302,99,109.34,109.34
G0365,,A,05402,00,113.76,113.76
G0365,,A,06102,12,118.85,118.85
G0365,,A,06102,15,132.03,132.03
G0365,,A,06102,16,130.36,130.36
G0365,,A,06102,99,116.07,116.07
G0365,,A,06202,00,125.4,125.4
G0365,,A,06302,00,119.19,119.19
G0365,,A,07102,13,109.78,109.78
G0365,,A,07202,01,121.55,121.55
G0365,,A,07202,99,112.39,112.39
G0365,,A,07302,00,109.25,109.25
G0365,,A,08102,00,114.88,114.88
G0365,,A,08202,01,124.79,124.79
G0365,,A,08202,99,115.8,115.8
G0365,,A,09102,03,127.58,127.58
G0365,,A,09102,04,130.64,130.64
G0365,,A,09102,99,120.07,120.07
G0365,,A,09202,20,125.84,125.84
G0365,,A,09202,50,125.84,125.84
G0365,,A,10112,00,111.72,111.72
G0365,,A,10212,01,124.84,124.84
G0365,,A,10212,99,113.59,113.59
G0365,,A,10312,35,113.03,113.03
G0365,,A,11202,01,114.33,114.33
G0365,,A,11302,00,123.32,123.32
G0365,,A,11402,16,109.09,109.09
G0365,,A,11502,00,116.71,116.71
G0365,,A,12102,01,127.47,127.47
G0365,,A,12202,01,149.33,149.33
G0365,,A,12302,01,136.58,136.58
G0365,,A,12302,99,129.04,129.04
G0365,,A,12402,01,145.96,145.96
G0365,,A,12402,99,139.28,139.28
G0365,,A,12502,01,134.28,134.28
G0365,,A,12502,99,117.77,117.77
G0365,,A,13102,00,138.45,138.45
G0365,,A,13202,01,147.04,147.04
G0365,,A,13202,02,150.58,150.58
G0365,,A,13202,03,133.67,133.67
G0365,,A,13282,99,118.74,118.74
G0365,,A,13292,04,150.06,150.06
G0365,,A,14112,03,125.38,125.38
G0365,,A,14112,99,115.64,115.64
G0365,,A,14212,01,145.96,145.96
G0365,,A,14212,99,133,133
G0365,,A,14312,40,130.28,130.28
G0365,,A,14412,01,131.03,131.03
G0365,,A,14512,50,126.19,126.19
G0365,,A,15102,00,111.04,111.04
G0365,,A,15202,00,115.55,115.55
G0365,TC,A,01112,05,148.66,148.66
G0365,TC,A,01112,06,148.66,148.66
G0365,TC,A,01112,07,148.66,148.66
G0365,TC,A,01112,09,151.9,151.9
G0365,TC,A,01112,17,132.05,132.05
G0365,TC,A,01112,18,132.17,132.17
G0365,TC,A,01112,26,132.17,132.17
G0365,TC,A,01112,51,140.94,140.94
G0365,TC,A,01112,52,144.86,144.86
G0365,TC,A,01112,53,140.94,140.94
G0365,TC,A,01112,54,120.6,120.6
G0365,TC,A,01112,55,120.58,120.58
G0365,TC,A,01112,56,120.58,120.58
G0365,TC,A,01112,57,120.58,120.58
G0365,TC,A,01112,58,120.58,120.58
G0365,TC,A,01112,59,120.58,120.58
G0365,TC,A,01112,60,120.58,120.58
G0365,TC,A,01112,61,120.58,120.58
G0365,TC,A,01112,62,120.65,120.65
G0365,TC,A,01112,63,122.6,122.6
G0365,TC,A,01112,64,123.6,123.6
G0365,TC,A,01112,65,136.27,136.27
G0365,TC,A,01112,66,130.33,130.33
G0365,TC,A,01112,67,126.85,126.85
G0365,TC,A,01112,68,120.58,120.58
G0365,TC,A,01112,69,120.58,120.58
G0365,TC,A,01112,70,120.58,120.58
G0365,TC,A,01112,71,120.58,120.58
G0365,TC,A,01112,72,125.29,125.29
G0365,TC,A,01112,73,121.7,121.7
G0365,TC,A,01112,74,126.41,126.41
G0365,TC,A,01112,75,120.58,120.58
G0365,TC,A,01182,17,132.05,132.05
G0365,TC,A,01182,18,132.17,132.17
G0365,TC,A,01182,26,132.17,132.17
G0365,TC,A,01182,71,120.58,120.58
G0365,TC,A,01182,72,125.29,125.29
G0365,TC,A,01182,73,121.7,121.7
G0365,TC,A,01182,74,126.41,126.41
G0365,TC,A,01212,01,128.67,128.67
G0365,TC,A,01312,00,114.31,114.31
G0365,TC,A,02102,01,125.45,125.45
G0365,TC,A,02202,00,101.28,101.28
G0365,TC,A,02302,01,118.42,118.42
G0365,TC,A,02302,99,108.67,108.67
G0365,TC,A,02402,02,128.78,128.78
G0365,TC,A,02402,99,113.64,113.64
G0365,TC,A,03102,00,109.13,109.13
G0365,TC,A,03202,01,112.67,112.67
G0365,TC,A,03302,01,112.28,112.28
G0365,TC,A,03402,02,112.22,112.22
G0365,TC,A,03502,09,104.32,104.32
G0365,TC,A,03602,21,112.4,112.4
G0365,TC,A,04112,01,114.47,114.47
G0365,TC,A,04212,05,103.68,103.68
G0365,TC,A,04312,00,100.21,100.21
G0365,TC,A,04412,09,112.05,112.05
G0365,TC,A,04412,11,113.93,113.93
G0365,TC,A,04412,15,113.62,113.62
G0365,TC,A,04412,18,113.76,113.76
G0365,TC,A,04412,20,103.87,103.87
G0365,TC,A,04412,28,110.78,110.78
G0365,TC,A,04412,31,114.7,114.7
G0365,TC,A,04412,99,105.42,105.42
G0365,TC,A,05102,00,101.81,101.81
G0365,TC,A,05202,00,102.33,102.33
G0365,TC,A,05302,01,107.87,107.87
G0365,TC,A,05302,02,108.32,108.32
G0365,TC,A,05302,99,97.08,97.08
G0365,TC,A,05402,00,102.11,102.11
G0365,TC,A,06102,12,105.55,105.55
G0365,TC,A,06102,15,118.59,118.59
G0365,TC,A,06102,16,116.59,116.59
G0365,TC,A,06102,99,103.44,103.44
G0365,TC,A,06202,00,113.44,113.44
G0365,TC,A,06302,00,107.39,107.39
G0365,TC,A,07102,13,97.94,97.94
G0365,TC,A,07202,01,108.73,108.73
G0365,TC,A,07202,99,99.85,99.85
G0365,TC,A,07302,00,97.64,97.64
G0365,TC,A,08102,00,103.14,103.14
G0365,TC,A,08202,01,111.46,111.46
G0365,TC,A,08202,99,103.37,103.37
G0365,TC,A,09102,03,114.07,114.07
G0365,TC,A,09102,04,116.26,116.26
G0365,TC,A,09102,99,107.19,107.19
G0365,TC,A,09202,20,113.22,113.22
G0365,TC,A,09202,50,113.22,113.22
G0365,TC,A,10112,00,99.93,99.93
G0365,TC,A,10212,01,112.14,112.14
G0365,TC,A,10212,99,101.15,101.15
G0365,TC,A,10312,35,101.18,101.18
G0365,TC,A,11202,01,102.42,102.42
G0365,TC,A,11302,00,110.84,110.84
G0365,TC,A,11402,16,96.52,96.52
G0365,TC,A,11502,00,104.6,104.6
G0365,TC,A,12102,01,114.61,114.61
G0365,TC,A,12202,01,135.51,135.51
G0365,TC,A,12302,01,123.2,123.2
G0365,TC,A,12302,99,116.17,116.17
G0365,TC,A,12402,01,132.59,132.59
G0365,TC,A,12402,99,126.21,126.21
G0365,TC,A,12502,01,120.87,120.87
G0365,TC,A,12502,99,105.28,105.28
G0365,TC,A,13102,00,125.09,125.09
G0365,TC,A,13202,01,132.84,132.84
G0365,TC,A,13202,02,135.83,135.83
G0365,TC,A,13202,03,120.4,120.4
G0365,TC,A,13282,99,106.69,106.69
G0365,TC,A,13292,04,135.26,135.26
G0365,TC,A,14112,03,113.11,113.11
G0365,TC,A,14112,99,103.58,103.58
G0365,TC,A,14212,01,132.53,132.53
G0365,TC,A,14212,99,119.97,119.97
G0365,TC,A,14312,40,117.5,117.5
G0365,TC,A,14412,01,118.05,118.05
G0365,TC,A,14512,50,113.98,113.98
G0365,TC,A,15102,00,98.93,98.93
G0365,TC,A,15202,00,103.14,103.14
70170,,C,01112,05,322.46,322.46
70170,,C,01112,06,322.46,322.46
70170,,C,01112,07,322.46,322.46
70170,,C,01112,09,329.31,329.31
70170,,C,01112,17,287.28,287.28
70170,,C,01112,18,287.78,287.78
70170,,C,01112,26,287.78,287.78
70170,,C,01112,51,306.12,306.12
70170,,C,01112,52,314.43,314.43
70170,,C,01112,53,306.12,306.12
70170,,C,01112,54,263.29,263.29
70170,,C,01112,55,263.22,263.22
70170,,C,01112,56,263.22,263.22
70170,,C,01112,57,263.24,263.24
70170,,C,01112,58,263.22,263.22
70170,,C,01112,59,263.22,263.22
70170,,C,01112,60,263.22,263.22
70170,,C,01112,61,263.22,263.22
70170,,C,01112,62,263.44,263.44
70170,,C,01112,63,267.52,267.52
70170,,C,01112,64,269.61,269.61
70170,,C,01112,65,296.37,296.37
70170,,C,01112,66,283.71,283.71
70170,,C,01112,67,276.39,276.39
70170,,C,01112,68,263.22,263.22
70170,,C,01112,69,263.22,263.22
70170,,C,01112,70,263.22,263.22
70170,,C,01112,71,263.23,263.23
70170,,C,01112,72,273.1,273.1
70170,,C,01112,73,265.57,265.57
70170,,C,01112,74,275.54,275.54
70170,,C,01112,75,263.22,263.22
70170,,C,01182,17,287.28,287.28
70170,,C,01182,18,287.78,287.78
70170,,C,01182,26,287.78,287.78
70170,,C,01182,71,263.23,263.23
70170,,C,01182,72,273.1,273.1
70170,,C,01182,73,265.57,265.57
70170,,C,01182,74,275.54,275.54
70170,,C,01212,01,279.94,279.94
70170,,C,01312,00,250.05,250.05
70170,,C,02102,01,278.64,278.64
70170,,C,02202,00,222.66,222.66
70170,,C,02302,01,258.67,258.67
70170,,C,02302,99,238.18,238.18
70170,,C,02402,02,280.57,280.57
70170,,C,02402,99,248.62,248.62
70170,,C,03102,00,239.17,239.17
70170,,C,03202,01,246.83,246.83
70170,,C,03302,01,245.65,245.65
70170,,C,03402,02,245.49,245.49
70170,,C,03502,09,229.22,229.22
70170,,C,03602,21,246.02,246.02
70170,,C,04112,01,250.41,250.41
70170,,C,04212,05,227.91,227.91
70170,,C,04312,00,220.56,220.56
70170,,C,04412,09,245.49,245.49
70170,,C,04412,11,249.31,249.31
70170,,C,04412,15,248.77,248.77
70170,,C,04412,18,249.11,249.11
70170,,C,04412,20,228.17,228.17
70170,,C,04412,28,242.67,242.67
70170,,C,04412,31,250.79,250.79
70170,,C,04412,99,231.4,231.4
70170,,C,05102,00,223.74,223.74
70170,,C,05202,00,224.88,224.88
70170,,C,05302,01,236.6,236.6
70170,,C,05302,02,237.56,237.56
70170,,C,05302,99,214.05,214.05
70170,,C,05402,00,224.33,224.33
70170,,C,06102,12,232,232
70170,,C,06102,15,259.27,259.27
70170,,C,06102,16,255.2,255.2
70170,,C,06102,99,227.4,227.4
70170,,C,06202,00,248.03,248.03
70170,,C,06302,00,235.37,235.37
70170,,C,07102,13,215.7,215.7
70170,,C,07202,01,238.48,238.48
70170,,C,07202,99,219.89,219.89
70170,,C,07302,00,215.01,215.01
70170,,C,08102,00,226.5,226.5
70170,,C,08202,01,244.32,244.32
70170,,C,08202,99,227.19,227.19
70170,,C,09102,03,249.82,249.82
70170,,C,09102,04,254.63,254.63
70170,,C,09102,99,235.29,235.29
70170,,C,09202,20,247.78,247.78
70170,,C,09202,50,247.78,247.78
70170,,C,10112,00,219.83,219.83
70170,,C,10212,01,245.54,245.54
70170,,C,10212,99,222.57,222.57
70170,,C,10312,35,222.44,222.44
70170,,C,11202,01,225.05,225.05
70170,,C,11302,00,242.77,242.77
70170,,C,11402,16,212.97,212.97
70170,,C,11502,00,229.65,229.65
70170,,C,12102,01,250.8,250.8
70170,,C,12202,01,294.94,294.94
70170,,C,12302,01,268.97,268.97
70170,,C,12302,99,254.06,254.06
70170,,C,12402,01,288.69,288.69
70170,,C,12402,99,275.15,275.15
70170,,C,12502,01,264.13,264.13
70170,,C,12502,99,231.19,231.19
70170,,C,13102,00,272.89,272.89
70170,,C,13202,01,289.54,289.54
70170,,C,13202,02,295.85,295.85
70170,,C,13202,03,263.06,263.06
70170,,C,13282,99,234,234
70170,,C,13292,04,294.77,294.77
70170,,C,14112,03,247.43,247.43
70170,,C,14112,99,227.52,227.52
70170,,C,14212,01,288.5,288.5
70170,,C,14212,99,262.12,262.12
70170,,C,14312,40,256.74,256.74
70170,,C,14412,01,258.15,258.15
70170,,C,14512,50,249.22,249.22
70170,,C,15102,00,217.84,217.84
70170,,C,15202,00,226.71,226.71
70170,TC,C,01112,05,305.29,305.29
70170,TC,C,01112,06,305.29,305.29
70170,TC,C,01112,07,305.29,305.29
70170,TC,C,01112,09,311.95,311.95
70170,TC,C,01112,17,271.06,271.06
70170,TC,C,01112,18,271.3,271.3
70170,TC,C,01112,26,271.3,271.3
70170,TC,C,01112,51,289.41,289.41
70170,TC,C,01112,52,297.47,297.47
70170,TC,C,01112,53,289.41,289.41
70170,TC,C,01112,54,247.55,247.55
70170,TC,C,01112,55,247.53,247.53
70170,TC,C,01112,56,247.53,247.53
70170,TC,C,01112,57,247.53,247.53
70170,TC,C,01112,58,247.53,247.53
70170,TC,C,01112,59,247.53,247.53
70170,TC,C,01112,60,247.53,247.53
70170,TC,C,01112,61,247.53,247.53
70170,TC,C,01112,62,247.6,247.6
70170,TC,C,01112,63,251.68,251.68
70170,TC,C,01112,64,253.75,253.75
70170,TC,C,01112,65,279.77,279.77
70170,TC,C,01112,66,267.57,267.57
70170,TC,C,01112,67,260.43,260.43
70170,TC,C,01112,68,247.53,247.53
70170,TC,C,01112,69,247.53,247.53
70170,TC,C,01112,70,247.53,247.53
70170,TC,C,01112,71,247.54,247.54
70170,TC,C,01112,72,257.21,257.21
70170,TC,C,01112,73,249.84,249.84
70170,TC,C,01112,74,259.51,259.51
70170,TC,C,01112,75,247.53,247.53
70170,TC,C,01182,17,271.06,271.06
70170,TC,C,01182,18,271.3,271.3
70170,TC,C,01182,26,271.3,271.3
70170,TC,C,01182,71,247.54,247.54
70170,TC,C,01182,72,257.21,257.21
70170,TC,C,01182,73,249.84,249.84
70170,TC,C,01182,74,259.51,259.51
70170,TC,C,01212,01,264.13,264.13
70170,TC,C,01312,00,234.53,234.53
70170,TC,C,02102,01,257.49,257.49
70170,TC,C,02202,00,207.91,207.91
70170,TC,C,02302,01,243.01,243.01
70170,TC,C,02302,99,222.97,222.97
70170,TC,C,02402,02,264.25,264.25
70170,TC,C,02402,99,233.15,233.15
70170,TC,C,03102,00,223.91,223.91
70170,TC,C,03202,01,230.88,230.88
70170,TC,C,03302,01,230.48,230.48
70170,TC,C,03402,02,230.43,230.43
70170,TC,C,03502,09,213.9,213.9
70170,TC,C,03602,21,230.61,230.61
70170,TC,C,04112,01,234.81,234.81
70170,TC,C,04212,05,212.55,212.55
70170,TC,C,04312,00,205.53,205.53
70170,TC,C,04412,09,229.9,229.9
70170,TC,C,04412,11,233.79,233.79
70170,TC,C,04412,15,233.13,233.13
70170,TC,C,04412,18,233.39,233.39
70170,TC,C,04412,20,213.09,213.09
70170,TC,C,04412,28,227.34,227.34
70170,TC,C,04412,31,235.4,235.4
70170,TC,C,04412,99,216.3,216.3
70170,TC,C,05102,00,209.03,209.03
70170,TC,C,05202,00,210.02,210.02
70170,TC,C,05302,01,221.23,221.23
70170,TC,C,05302,02,222.16,222.16
70170,TC,C,05302,99,199.1,199.1
70170,TC,C,05402,00,209.68,209.68
70170,TC,C,06102,12,216.19,216.19
70170,TC,C,06102,15,243.06,243.06
70170,TC,C,06102,16,238.81,238.81
70170,TC,C,06102,99,212.07,212.07
70170,TC,C,06202,00,232.95,232.95
70170,TC,C,06302,00,220.51,220.51
70170,TC,C,07102,13,201.02,201.02
70170,TC,C,07202,01,222.92,222.92
70170,TC,C,07202,99,204.7,204.7
70170,TC,C,07302,00,200.49,200.49
70170,TC,C,08102,00,211.77,211.77
70170,TC,C,08202,01,228.37,228.37
70170,TC,C,08202,99,212,212
70170,TC,C,09102,03,233.7,233.7
70170,TC,C,09102,04,237.89,237.89
70170,TC,C,09102,99,219.73,219.73
70170,TC,C,09202,20,232.26,232.26
70170,TC,C,09202,50,232.26,232.26
70170,TC,C,10112,00,205.14,205.14
70170,TC,C,10212,01,229.99,229.99
70170,TC,C,10212,99,207.42,207.42
70170,TC,C,10312,35,207.68,207.68
70170,TC,C,11202,01,210.22,210.22
70170,TC,C,11302,00,227.39,227.39
70170,TC,C,11402,16,197.83,197.83
70170,TC,C,11502,00,214.65,214.65
70170,TC,C,12102,01,235.07,235.07
70170,TC,C,12202,01,277.95,277.95
70170,TC,C,12302,01,252.63,252.63
70170,TC,C,12302,99,238.28,238.28
70170,TC,C,12402,01,272.08,272.08
70170,TC,C,12402,99,258.95,258.95
70170,TC,C,12502,01,247.83,247.83
70170,TC,C,12502,99,215.92,215.92
70170,TC,C,13102,00,256.53,256.53
70170,TC,C,13202,01,272.32,272.32
70170,TC,C,13202,02,278.27,278.27
70170,TC,C,13202,03,246.88,246.88
70170,TC,C,13282,99,218.99,218.99
70170,TC,C,13292,04,277.11,277.11
70170,TC,C,14112,03,232.14,232.14
70170,TC,C,14112,99,212.57,212.57
70170,TC,C,14212,01,271.89,271.89
70170,TC,C,14212,99,246.1,246.1
70170,TC,C,14312,40,241.03,241.03
70170,TC,C,14412,01,242.16,242.16
70170,TC,C,14512,50,233.96,233.96
70170,TC,C,15102,00,202.95,202.95
70170,TC,C,15202,00,211.54,211.54
70336,,A,01112,05,388.82,388.82
70336,,A,01112,06,388.82,388.82
70336,,A,01112,07,388.82,388.82
70336,,A,01112,09,396.35,396.35
70336,,A,01112,17,349.9,349.9
70336,,A,01112,18,351.4,351.4
70336,,A,01112,26,351.4,351.4
70336,,A,01112,51,370.7,370.7
70336,,A,01112,52,379.95,379.95
70336,,A,01112,53,370.7,370.7
70336,,A,01112,54,324.09,324.09
70336,,A,01112,55,323.89,323.89
70336,,A,01112,56,323.89,323.89
70336,,A,01112,57,323.94,323.94
70336,,A,01112,58,323.89,323.89
70336,,A,01112,59,323.89,323.89
70336,,A,01112,60,323.89,323.89
70336,,A,01112,61,323.89,323.89
70336,,A,01112,62,324.63,324.63
70336,,A,01112,63,328.74,328.74
70336,,A,01112,64,330.93,330.93
70336,,A,01112,65,360.46,360.46
70336,,A,01112,66,346.09,346.09
70336,,A,01112,67,338.05,338.05
70336,,A,01112,68,323.89,323.89
70336,,A,01112,69,323.89,323.89
70336,,A,01112,70,323.89,323.89
70336,,A,01112,71,323.92,323.92
70336,,A,01112,72,334.54,334.54
70336,,A,01112,73,326.38,326.38
70336,,A,01112,74,337.48,337.48
70336,,A,01112,75,323.89,323.89
70336,,A,01182,17,349.9,349.9
70336,,A,01182,18,351.4,351.4
70336,,A,01182,26,351.4,351.4
70336,,A,01182,71,323.92,323.92
70336,,A,01182,72,334.54,334.54
70336,,A,01182,73,326.38,326.38
70336,,A,01182,74,337.48,337.48
70336,,A,01212,01,340.99,340.99
70336,,A,01312,00,309.98,309.98
70336,,A,02102,01,360.73,360.73
70336,,A,02202,00,279.81,279.81
70336,,A,02302,01,319.17,319.17
70336,,A,02302,99,296.97,296.97
70336,,A,02402,02,343.52,343.52
70336,,A,02402,99,308.36,308.36
70336,,A,03102,00,298.15,298.15
70336,,A,03202,01,308.25,308.25
70336,,A,03302,01,304.31,304.31
70336,,A,03402,02,303.77,303.77
70336,,A,03502,09,288.39,288.39
70336,,A,03602,21,305.54,305.54
70336,,A,04112,01,310.61,310.61
70336,,A,04212,05,287.19,287.19
70336,,A,04312,00,278.66,278.66
70336,,A,04412,09,305.71,305.71
70336,,A,04412,11,309.26,309.26
70336,,A,04412,15,309.2,309.2
70336,,A,04412,18,309.8,309.8
70336,,A,04412,20,286.47,286.47
70336,,A,04412,28,301.95,301.95
70336,,A,04412,31,310.29,310.29
70336,,A,04412,99,289.8,289.8
70336,,A,05102,00,280.73,280.73
70336,,A,05202,00,282.42,282.42
70336,,A,05302,01,295.95,295.95
70336,,A,05302,02,297.02,297.02
70336,,A,05302,99,271.83,271.83
70336,,A,05402,00,281.1,281.1
70336,,A,06102,12,292.86,292.86
70336,,A,06102,15,321.69,321.69
70336,,A,06102,16,318.2,318.2
70336,,A,06102,99,286.55,286.55
70336,,A,06202,00,306.41,306.41
70336,,A,06302,00,292.91,292.91
70336,,A,07102,13,272.57,272.57
70336,,A,07202,01,298.49,298.49
70336,,A,07202,99,278.55,278.55
70336,,A,07302,00,271.33,271.33
70336,,A,08102,00,283.56,283.56
70336,,A,08202,01,305.72,305.72
70336,,A,08202,99,285.87,285.87
70336,,A,09102,03,311.83,311.83
70336,,A,09102,04,318.84,318.84
70336,,A,09102,99,295.31,295.31
70336,,A,09202,20,307.68,307.68
70336,,A,09202,50,307.68,307.68
70336,,A,10112,00,276.75,276.75
70336,,A,10212,01,305.54,305.54
70336,,A,10212,99,281.08,281.08
70336,,A,10312,35,279.61,279.61
70336,,A,11202,01,282.45,282.45
70336,,A,11302,00,302.15,302.15
70336,,A,11402,16,271.43,271.43
70336,,A,11502,00,287.69,287.69
70336,,A,12102,01,311.51,311.51
70336,,A,12202,01,360.36,360.36
70336,,A,12302,01,331.92,331.92
70336,,A,12302,99,314.97,314.97
70336,,A,12402,01,352.76,352.76
70336,,A,12402,99,337.66,337.66
70336,,A,12502,01,326.94,326.94
70336,,A,12502,99,290.15,290.15
70336,,A,13102,00,335.9,335.9
70336,,A,13202,01,355.79,355.79
70336,,A,13202,02,363.35,363.35
70336,,A,13202,03,325.39,325.39
70336,,A,13282,99,292.06,292.06
70336,,A,13292,04,362.59,362.59
70336,,A,14112,03,306.53,306.53
70336,,A,14112,99,285.36,285.36
70336,,A,14212,01,352.53,352.53
70336,,A,14212,99,323.94,323.94
70336,,A,14312,40,317.36,317.36
70336,,A,14412,01,319.86,319.86
70336,,A,14512,50,308.25,308.25
70336,,A,15102,00,275.44,275.44
70336,,A,15202,00,285.32,285.32
70336,TC,A,01112,05,304.96,304.96
70336,TC,A,01112,06,304.96,304.96
70336,TC,A,01112,07,304.96,304.96
70336,TC,A,01112,09,311.6,311.6
70336,TC,A,01112,17,270.88,270.88
70336,TC,A,01112,18,271.13,271.13
70336,TC,A,01112,26,271.13,271.13
70336,TC,A,01112,51,289.12,289.12
70336,TC,A,01112,52,297.17,297.17
70336,TC,A,01112,53,289.12,289.12
70336,TC,A,01112,54,247.39,247.39
70336,TC,A,01112,55,247.35,247.35
70336,TC,A,01112,56,247.35,247.35
70336,TC,A,01112,57,247.35,247.35
70336,TC,A,01112,58,247.35,247.35
70336,TC,A,01112,59,247.35,247.35
70336,TC,A,01112,60,247.35,247.35
70336,TC,A,01112,61,247.35,247.35
70336,TC,A,01112,62,247.49,247.49
70336,TC,A,01112,63,251.49,251.49
70336,TC,A,01112,64,253.56,253.56
70336,TC,A,01112,65,279.54,279.54
70336,TC,A,01112,66,267.35,267.35
70336,TC,A,01112,67,260.23,260.23
70336,TC,A,01112,68,247.35,247.35
70336,TC,A,01112,69,247.35,247.35
70336,TC,A,01112,70,247.35,247.35
70336,TC,A,01112,71,247.36,247.36
70336,TC,A,01112,72,257.01,257.01
70336,TC,A,01112,73,249.65,249.65
70336,TC,A,01112,74,259.31,259.31
70336,TC,A,01112,75,247.35,247.35
70336,TC,A,01182,17,270.88,270.88
70336,TC,A,01182,18,271.13,271.13
70336,TC,A,01182,26,271.13,271.13
70336,TC,A,01182,71,247.36,247.36
70336,TC,A,01182,72,257.01,257.01
70336,TC,A,01182,73,249.65,249.65
70336,TC,A,01182,74,259.31,259.31
70336,TC,A,01212,01,263.94,263.94
70336,TC,A,01312,00,234.49,234.49
70336,TC,A,02102,01,257.34,257.34
70336,TC,A,02202,00,207.77,207.77
70336,TC,A,02302,01,242.91,242.91
70336,TC,A,02302,99,222.91,222.91
70336,TC,A,02402,02,264.17,264.17
70336,TC,A,02402,99,233.11,233.11
70336,TC,A,03102,00,223.86,223.86
70336,TC,A,03202,01,231.11,231.11
70336,TC,A,03302,01,230.32,230.32
70336,TC,A,03402,02,230.21,230.21
70336,TC,A,03502,09,213.98,213.98
70336,TC,A,03602,21,230.56,230.56
70336,TC,A,04112,01,234.82,234.82
70336,TC,A,04212,05,212.66,212.66
70336,TC,A,04312,00,205.55,205.55
70336,TC,A,04412,09,229.84,229.84
70336,TC,A,04412,11,233.7,233.7
70336,TC,A,04412,15,233.06,233.06
70336,TC,A,04412,18,233.36,233.36
70336,TC,A,04412,20,213.06,213.06
70336,TC,A,04412,28,227.25,227.25
70336,TC,A,04412,31,235.3,235.3
70336,TC,A,04412,99,216.25,216.25
70336,TC,A,05102,00,208.85,208.85
70336,TC,A,05202,00,209.91,209.91
70336,TC,A,05302,01,221.26,221.26
70336,TC,A,05302,02,222.2,222.2
70336,TC,A,05302,99,199.14,199.14
70336,TC,A,05402,00,209.47,209.47
70336,TC,A,06102,12,216.5,216.5
70336,TC,A,06102,15,243.24,243.24
70336,TC,A,06102,16,239.13,239.13
70336,TC,A,06102,99,212.18,212.18
70336,TC,A,06202,00,232.72,232.72
70336,TC,A,06302,00,220.29,220.29
70336,TC,A,07102,13,200.91,200.91
70336,TC,A,07202,01,223.03,223.03
70336,TC,A,07202,99,204.81,204.81
70336,TC,A,07302,00,200.31,200.31
70336,TC,A,08102,00,211.58,211.58
70336,TC,A,08202,01,228.62,228.62
70336,TC,A,08202,99,212.04,212.04
70336,TC,A,09102,03,233.98,233.98
70336,TC,A,09102,04,238.45,238.45
70336,TC,A,09102,99,219.87,219.87
70336,TC,A,09202,20,232.25,232.25
70336,TC,A,09202,50,232.25,232.25
70336,TC,A,10112,00,204.99,204.99
70336,TC,A,10212,01,230.02,230.02
70336,TC,A,10212,99,207.48,207.48
70336,TC,A,10312,35,207.55,207.55
